DTG,Track name, x (m), y (m), z (m), course (degs), speed (m/s), dem course (Degs), dem speed (m/s), dem depth (m), fuel, activity
100112 124000,SUBJECT,-13529.49 ,6675896.62 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124050,SUBJECT,-13608.71 ,6676124.72 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124140,SUBJECT,-13687.94 ,6676352.82 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124230,SUBJECT,-13767.17 ,6676580.93 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124320,SUBJECT,-13846.41 ,6676809.03 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124410,SUBJECT,-13925.65 ,6677037.13 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124500,SUBJECT,-14004.90 ,6677265.23 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124550,SUBJECT,-14084.15 ,6677493.34 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124640,SUBJECT,-14163.40 ,6677721.44 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124730,SUBJECT,-14242.66 ,6677949.54 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124820,SUBJECT,-14321.93 ,6678177.64 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 124910,SUBJECT,-14401.20 ,6678405.75 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125000,SUBJECT,-14480.48 ,6678633.85 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125050,SUBJECT,-14559.76 ,6678861.95 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125140,SUBJECT,-14639.05 ,6679090.05 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125230,SUBJECT,-14718.34 ,6679318.16 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125320,SUBJECT,-14797.63 ,6679546.26 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125410,SUBJECT,-14876.93 ,6679774.36 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125500,SUBJECT,-14956.24 ,6680002.46 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125550,SUBJECT,-15035.55 ,6680230.57 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125640,SUBJECT,-15114.87 ,6680458.67 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125730,SUBJECT,-15194.19 ,6680686.77 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125820,SUBJECT,-15273.51 ,6680914.87 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 125910,SUBJECT,-15352.84 ,6681142.98 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130000,SUBJECT,-15432.18 ,6681371.08 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130050,SUBJECT,-15511.52 ,6681599.18 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130140,SUBJECT,-15590.86 ,6681827.28 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130230,SUBJECT,-15670.21 ,6682055.39 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130320,SUBJECT,-15749.57 ,6682283.49 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130410,SUBJECT,-15828.93 ,6682511.59 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130500,SUBJECT,-15908.29 ,6682739.69 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130550,SUBJECT,-15987.66 ,6682967.80 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130640,SUBJECT,-16067.04 ,6683195.90 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130730,SUBJECT,-16146.42 ,6683424.00 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130820,SUBJECT,-16225.80 ,6683652.10 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 130910,SUBJECT,-16305.19 ,6683880.21 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131000,SUBJECT,-16384.59 ,6684108.31 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131050,SUBJECT,-16463.99 ,6684336.41 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131140,SUBJECT,-16543.39 ,6684564.51 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131230,SUBJECT,-16622.80 ,6684792.62 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131320,SUBJECT,-16702.22 ,6685020.72 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131410,SUBJECT,-16781.64 ,6685248.82 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131500,SUBJECT,-16861.06 ,6685476.92 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131550,SUBJECT,-16940.49 ,6685705.03 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131640,SUBJECT,-17019.93 ,6685933.13 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131730,SUBJECT,-17099.37 ,6686161.23 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131820,SUBJECT,-17178.81 ,6686389.33 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 131910,SUBJECT,-17258.26 ,6686617.44 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132000,SUBJECT,-17337.71 ,6686845.54 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132050,SUBJECT,-17417.17 ,6687073.64 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132140,SUBJECT,-17496.64 ,6687301.74 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132230,SUBJECT,-17576.11 ,6687529.85 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132320,SUBJECT,-17655.58 ,6687757.95 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132410,SUBJECT,-17735.06 ,6687986.05 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132500,SUBJECT,-17814.54 ,6688214.15 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132550,SUBJECT,-17894.03 ,6688442.26 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132640,SUBJECT,-17973.53 ,6688670.36 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132730,SUBJECT,-18053.03 ,6688898.46 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132820,SUBJECT,-18132.53 ,6689126.56 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 132910,SUBJECT,-18212.04 ,6689354.67 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133000,SUBJECT,-18291.55 ,6689582.77 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133050,SUBJECT,-18371.07 ,6689810.87 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133140,SUBJECT,-18450.60 ,6690038.97 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133230,SUBJECT,-18530.12 ,6690267.08 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133320,SUBJECT,-18609.66 ,6690495.18 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133410,SUBJECT,-18689.20 ,6690723.28 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133500,SUBJECT,-18768.74 ,6690951.38 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133550,SUBJECT,-18848.29 ,6691179.49 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133640,SUBJECT,-18927.84 ,6691407.59 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133730,SUBJECT,-19007.40 ,6691635.69 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133820,SUBJECT,-19086.97 ,6691863.79 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 133910,SUBJECT,-19166.53 ,6692091.90 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 134000,SUBJECT,-19246.11 ,6692320.00 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 134050,SUBJECT,-19325.69 ,6692548.10 ,-0.00 ,350.17 ,4.63 ,350.17 ,4.63 ,-0.00 ,100.00 ,subject route:leg two:Heading for target location
100112 134140,SUBJECT,-19530.17 ,6692752.56 ,-0.00 ,317.01 ,4.63 ,310.00 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134230,SUBJECT,-19886.21 ,6692901.82 ,-0.00 ,309.27 ,4.63 ,309.27 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134320,SUBJECT,-20247.32 ,6693048.27 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134410,SUBJECT,-20608.45 ,6693194.72 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134500,SUBJECT,-20969.59 ,6693341.17 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134550,SUBJECT,-21330.75 ,6693487.62 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134640,SUBJECT,-21691.92 ,6693634.07 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134730,SUBJECT,-22053.10 ,6693780.53 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134820,SUBJECT,-22414.30 ,6693926.98 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 134910,SUBJECT,-22775.52 ,6694073.43 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135000,SUBJECT,-23136.75 ,6694219.88 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135050,SUBJECT,-23497.99 ,6694366.33 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135140,SUBJECT,-23859.25 ,6694512.78 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135230,SUBJECT,-24220.52 ,6694659.23 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135320,SUBJECT,-24581.81 ,6694805.68 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135410,SUBJECT,-24943.11 ,6694952.13 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135500,SUBJECT,-25304.43 ,6695098.58 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135550,SUBJECT,-25665.76 ,6695245.03 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135640,SUBJECT,-26027.10 ,6695391.48 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135730,SUBJECT,-26388.46 ,6695537.93 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135820,SUBJECT,-26749.83 ,6695684.38 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 135910,SUBJECT,-27111.22 ,6695830.83 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
100112 140000,SUBJECT,-27472.63 ,6695977.29 ,-0.00 ,309.24 ,4.63 ,309.24 ,4.63 ,-0.00 ,100.00 ,subject route:leg three:Heading for target location
