DTG,Track name, x (m), y (m), z (m), course (degs), speed (m/s), dem course (Degs), dem speed (m/s), dem depth (m), fuel, activity
100112 121058,SENSOR,-12291.96 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121145,SENSOR,-12098.53 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121232,SENSOR,-11905.10 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121319,SENSOR,-11711.67 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121406,SENSOR,-11518.24 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121453,SENSOR,-11324.81 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121540,SENSOR,-11131.38 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121627,SENSOR,-10937.95 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121714,SENSOR,-10744.52 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121801,SENSOR,-10551.08 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121848,SENSOR,-10357.65 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 121935,SENSOR,-10164.22 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122022,SENSOR,-9970.79 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122109,SENSOR,-9777.36 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122156,SENSOR,-9583.93 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122243,SENSOR,-9390.50 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122330,SENSOR,-9197.07 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122417,SENSOR,-9003.64 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122504,SENSOR,-8810.20 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122551,SENSOR,-8616.77 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122638,SENSOR,-8423.34 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122725,SENSOR,-8229.91 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122812,SENSOR,-8036.48 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122859,SENSOR,-7843.05 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 122946,SENSOR,-7649.62 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123033,SENSOR,-7456.19 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123120,SENSOR,-7262.76 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123207,SENSOR,-7069.32 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123254,SENSOR,-6875.89 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123341,SENSOR,-6682.46 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123428,SENSOR,-6489.03 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123515,SENSOR,-6295.60 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123602,SENSOR,-6102.17 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123649,SENSOR,-5908.74 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123736,SENSOR,-5715.31 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123823,SENSOR,-5521.88 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123910,SENSOR,-5328.44 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 123957,SENSOR,-5135.01 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 124044,SENSOR,-4941.58 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 124131,SENSOR,-4748.15 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 124218,SENSOR,-4554.72 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 124305,SENSOR,-4361.29 ,2000.00 ,0.00 ,90.00 ,4.12 ,90.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg one:Heading for target location
100112 124352,SENSOR,-4169.34 ,2020.71 ,0.00 ,77.69 ,4.12 ,30.00 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124439,SENSOR,-3986.23 ,2081.87 ,0.00 ,65.37 ,4.12 ,29.65 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124526,SENSOR,-3820.37 ,2180.69 ,0.00 ,53.06 ,4.12 ,29.37 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124613,SENSOR,-3679.41 ,2312.60 ,0.00 ,40.74 ,4.12 ,29.15 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124700,SENSOR,-3569.78 ,2471.52 ,0.00 ,29.02 ,4.12 ,29.02 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124747,SENSOR,-3476.08 ,2640.74 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124834,SENSOR,-3382.38 ,2809.96 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 124921,SENSOR,-3288.67 ,2979.18 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125008,SENSOR,-3194.97 ,3148.40 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125055,SENSOR,-3101.27 ,3317.62 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125142,SENSOR,-3007.57 ,3486.84 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125229,SENSOR,-2913.86 ,3656.06 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125316,SENSOR,-2820.16 ,3825.28 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125403,SENSOR,-2726.46 ,3994.50 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125450,SENSOR,-2632.76 ,4163.72 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125537,SENSOR,-2539.06 ,4332.94 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125624,SENSOR,-2445.35 ,4502.16 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125711,SENSOR,-2351.65 ,4671.38 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125758,SENSOR,-2257.95 ,4840.60 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125845,SENSOR,-2164.25 ,5009.82 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 125932,SENSOR,-2070.55 ,5179.04 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130019,SENSOR,-1976.84 ,5348.26 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130106,SENSOR,-1883.14 ,5517.48 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130153,SENSOR,-1789.44 ,5686.70 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130240,SENSOR,-1695.74 ,5855.92 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130327,SENSOR,-1602.04 ,6025.14 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130414,SENSOR,-1508.33 ,6194.36 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130501,SENSOR,-1414.63 ,6363.58 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130548,SENSOR,-1320.93 ,6532.80 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130635,SENSOR,-1227.23 ,6702.02 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130722,SENSOR,-1133.53 ,6871.24 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130809,SENSOR,-1039.82 ,7040.46 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130856,SENSOR,-946.12 ,7209.68 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 130943,SENSOR,-852.42 ,7378.90 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131030,SENSOR,-758.72 ,7548.13 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131117,SENSOR,-665.01 ,7717.35 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131204,SENSOR,-571.31 ,7886.57 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131251,SENSOR,-477.61 ,8055.79 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131338,SENSOR,-383.91 ,8225.01 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131425,SENSOR,-290.21 ,8394.23 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131512,SENSOR,-196.50 ,8563.45 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131559,SENSOR,-102.80 ,8732.67 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131646,SENSOR,-9.10 ,8901.89 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131733,SENSOR,84.60 ,9071.11 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131820,SENSOR,178.30 ,9240.33 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131907,SENSOR,272.01 ,9409.55 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 131954,SENSOR,365.71 ,9578.77 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132041,SENSOR,459.41 ,9747.99 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132128,SENSOR,553.11 ,9917.21 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132215,SENSOR,646.82 ,10086.43 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132302,SENSOR,740.52 ,10255.65 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132349,SENSOR,834.22 ,10424.87 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132436,SENSOR,927.92 ,10594.09 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132523,SENSOR,1021.62 ,10763.31 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132610,SENSOR,1115.33 ,10932.53 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132657,SENSOR,1209.03 ,11101.75 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132744,SENSOR,1302.73 ,11270.97 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132831,SENSOR,1396.43 ,11440.19 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 132918,SENSOR,1490.13 ,11609.41 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133005,SENSOR,1583.84 ,11778.63 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133052,SENSOR,1677.54 ,11947.85 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133139,SENSOR,1771.24 ,12117.07 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133226,SENSOR,1864.94 ,12286.29 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133313,SENSOR,1958.65 ,12455.51 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133400,SENSOR,2052.35 ,12624.74 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133447,SENSOR,2146.05 ,12793.96 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133534,SENSOR,2239.75 ,12963.18 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133621,SENSOR,2333.45 ,13132.40 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133708,SENSOR,2427.16 ,13301.62 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133755,SENSOR,2520.86 ,13470.84 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133842,SENSOR,2614.56 ,13640.06 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 133929,SENSOR,2708.26 ,13809.28 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134016,SENSOR,2801.97 ,13978.50 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134103,SENSOR,2895.67 ,14147.72 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134150,SENSOR,2989.37 ,14316.94 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134237,SENSOR,3083.07 ,14486.16 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134324,SENSOR,3176.77 ,14655.38 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134411,SENSOR,3270.48 ,14824.60 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134458,SENSOR,3364.18 ,14993.82 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134545,SENSOR,3457.88 ,15163.04 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134632,SENSOR,3551.58 ,15332.26 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134719,SENSOR,3645.29 ,15501.48 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134806,SENSOR,3738.99 ,15670.70 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134853,SENSOR,3832.69 ,15839.92 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 134940,SENSOR,3926.39 ,16009.14 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135027,SENSOR,4020.10 ,16178.36 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135114,SENSOR,4113.80 ,16347.58 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135201,SENSOR,4207.50 ,16516.80 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135248,SENSOR,4301.20 ,16686.02 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135335,SENSOR,4394.90 ,16855.24 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135422,SENSOR,4488.61 ,17024.46 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135509,SENSOR,4582.31 ,17193.68 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135556,SENSOR,4676.01 ,17362.90 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135643,SENSOR,4769.71 ,17532.13 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135730,SENSOR,4863.42 ,17701.35 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135817,SENSOR,4957.12 ,17870.57 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135904,SENSOR,5050.82 ,18039.79 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 135951,SENSOR,5144.52 ,18209.01 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
100112 140038,SENSOR,5238.23 ,18378.23 ,0.00 ,28.97 ,4.12 ,28.97 ,4.12 ,0.00 ,100.00 ,sensor route:leg two:Heading for target location
